Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
HKS1998WRNO,2019-10-02-09-58-10,1,1,0.6723480381966095,right,probe,ambiguous-switch,-1,-5,right,right,0.361
HKS1998WRNO,2019-10-02-09-58-10,1,2,0.583083595932157,right,both,ambiguous-switch,99,-5,right,right,0.381
HKS1998WRNO,2019-10-02-09-58-10,1,3,0.5935478997409913,right,probe,biased-switch,-1,5,right,right,0.325
HKS1998WRNO,2019-10-02-09-58-10,1,4,0.5232401761834364,right,both,biased-switch,102,5,right,left,0.213
HKS1998WRNO,2019-10-02-09-58-10,1,5,0.6626345007060885,right,probe,ambiguous-switch,-1,-10,left,left,0.179
HKS1998WRNO,2019-10-02-09-58-10,1,6,0.6896564671469074,right,both,ambiguous-switch,103,-10,left,left,0.244
HKS1998WRNO,2019-10-02-09-58-10,1,7,0.5724726346841994,right,probe,biased-switch,-1,-5,left,left,0.291
HKS1998WRNO,2019-10-02-09-58-10,1,8,0.6047719597962999,right,both,biased-switch,91,-5,left,left,0.246
HKS1998WRNO,2019-10-02-09-58-10,1,9,0.602001971098544,right,probe,biased-switch,-1,20,left,left,0.346
HKS1998WRNO,2019-10-02-09-58-10,1,10,0.676390284854866,right,both,biased-switch,93,20,left,left,0.255
HKS1998WRNO,2019-10-02-09-58-10,1,11,0.6847695923053186,right,probe,ambiguous-switch,-1,10,left,left,0.268
HKS1998WRNO,2019-10-02-09-58-10,1,12,0.6345728870217104,right,both,ambiguous-switch,92,10,left,right,0.328
HKS1998WRNO,2019-10-02-09-58-10,1,13,0.5164540485475142,right,probe,ambiguous-switch,-1,0,right,right,0.432
HKS1998WRNO,2019-10-02-09-58-10,1,14,0.5851469663929489,right,both,ambiguous-switch,91,0,right,right,0.278
HKS1998WRNO,2019-10-02-09-58-10,1,15,0.6649282200187058,left,probe,ambiguous-switch,-1,40,right,right,0.387
HKS1998WRNO,2019-10-02-09-58-10,1,16,0.5504990257427175,left,both,ambiguous-switch,92,40,right,left,0.225
HKS1998WRNO,2019-10-02-09-58-10,1,17,0.6232290226528873,right,probe,ambiguous-switch,-1,-30,left,left,0.307
HKS1998WRNO,2019-10-02-09-58-10,1,18,0.5692684118191071,right,both,ambiguous-switch,92,-30,left,left,0.302
HKS1998WRNO,2019-10-02-09-58-10,1,19,0.5992963265272439,left,probe,biased-switch,-1,10,left,left,0.305
HKS1998WRNO,2019-10-02-09-58-10,1,20,0.5870862112021565,left,both,biased-switch,108,10,left,right,0.244
HKS1998WRNO,2019-10-02-09-58-10,1,21,0.5152649407743845,left,probe,ambiguous-switch,-1,30,left,left,0.296
HKS1998WRNO,2019-10-02-09-58-10,1,22,0.5311986454173926,left,both,ambiguous-switch,104,30,left,right,0.299
HKS1998WRNO,2019-10-02-09-58-10,1,23,0.6669236496841194,left,probe,ambiguous-switch,-1,-20,left,left,0.267
HKS1998WRNO,2019-10-02-09-58-10,1,24,0.5594318310509139,left,both,ambiguous-switch,102,-20,left,left,0.241
HKS1998WRNO,2019-10-02-09-58-10,1,25,0.5720348170444118,left,probe,biased-switch,-1,0,left,left,0.259
HKS1998WRNO,2019-10-02-09-58-10,1,26,0.6333458897510637,left,both,biased-switch,104,0,left,right,0.228
HKS1998WRNO,2019-10-02-09-58-10,1,27,0.6464864549361774,right,probe,biased-switch,-1,30,left,left,0.245
HKS1998WRNO,2019-10-02-09-58-10,1,28,0.6473903671694985,right,both,biased-switch,97,30,left,left,0.183
HKS1998WRNO,2019-10-02-09-58-10,1,29,0.6712361410030585,left,probe,ambiguous-switch,-1,20,left,left,0.22
HKS1998WRNO,2019-10-02-09-58-10,1,30,0.5444510657506388,left,both,ambiguous-switch,104,20,left,right,0.203
HKS1998WRNO,2019-10-02-09-58-10,1,31,0.553128399664298,left,probe,biased-switch,-1,-30,right,right,0.237
HKS1998WRNO,2019-10-02-09-58-10,1,32,0.6232478820809001,left,both,biased-switch,107,-30,right,right,0.214
HKS1998WRNO,2019-10-02-09-58-10,1,33,0.5844530210312946,left,probe,biased-switch,-1,-10,left,left,0.211
HKS1998WRNO,2019-10-02-09-58-10,1,34,0.6757636812705667,left,both,biased-switch,91,-10,left,right,0.269
HKS1998WRNO,2019-10-02-09-58-10,1,35,0.5640050979139403,left,probe,biased-switch,-1,40,right,right,0.254
HKS1998WRNO,2019-10-02-09-58-10,1,36,0.5694870953630047,left,both,biased-switch,110,40,right,left,0.235
HKS1998WRNO,2019-10-02-09-58-10,1,37,0.6655834151390819,right,probe,ambiguous-switch,-1,5,left,left,0.354
HKS1998WRNO,2019-10-02-09-58-10,1,38,0.6096268584912968,right,both,ambiguous-switch,109,5,left,right,0.188
HKS1998WRNO,2019-10-02-09-58-10,1,39,0.6944766075698883,right,probe,biased-switch,-1,-20,left,left,0.321
HKS1998WRNO,2019-10-02-09-58-10,1,40,0.5296640581510543,right,both,biased-switch,101,-20,left,left,0.35
HKS1998WRNO,2019-10-02-09-58-10,1,41,0.5924242822420575,left,probe,ambiguous-switch,-1,-5,left,left,0.228
HKS1998WRNO,2019-10-02-09-58-10,1,42,0.5479538868450864,left,both,ambiguous-switch,106,-5,left,right,0.336
HKS1998WRNO,2019-10-02-09-58-10,1,43,0.6865891767322653,right,probe,biased-switch,-1,5,left,left,0.232
HKS1998WRNO,2019-10-02-09-58-10,1,44,0.6184176621485961,right,both,biased-switch,102,5,left,right,0.289
HKS1998WRNO,2019-10-02-09-58-10,1,45,0.6687805765694004,left,probe,ambiguous-switch,-1,-10,left,left,0.222
HKS1998WRNO,2019-10-02-09-58-10,1,46,0.5059133141922817,left,both,ambiguous-switch,110,-10,left,right,0.345
HKS1998WRNO,2019-10-02-09-58-10,1,47,0.5869288231481741,left,probe,biased-switch,-1,-5,left,left,0.244
HKS1998WRNO,2019-10-02-09-58-10,1,48,0.6843663795278891,left,both,biased-switch,100,-5,left,right,0.225
HKS1998WRNO,2019-10-02-09-58-10,1,49,0.5379848478543194,right,probe,biased-switch,-1,20,left,left,0.188
HKS1998WRNO,2019-10-02-09-58-10,1,50,0.6828693455981828,right,both,biased-switch,101,20,left,right,0.177
HKS1998WRNO,2019-10-02-09-58-10,1,51,0.6034367551938948,right,probe,ambiguous-switch,-1,10,left,left,0.212
HKS1998WRNO,2019-10-02-09-58-10,1,52,0.5480996052855038,right,both,ambiguous-switch,97,10,left,right,0.225
HKS1998WRNO,2019-10-02-09-58-10,1,53,0.5749910559352259,left,probe,ambiguous-switch,-1,0,right,right,0.246
HKS1998WRNO,2019-10-02-09-58-10,1,54,0.670811297732435,left,both,ambiguous-switch,98,0,right,left,0.219
HKS1998WRNO,2019-10-02-09-58-10,1,55,0.6872368407001357,left,probe,ambiguous-switch,-1,40,left,left,0.27
HKS1998WRNO,2019-10-02-09-58-10,1,56,0.6063532860367655,left,both,ambiguous-switch,104,40,left,right,0.227
HKS1998WRNO,2019-10-02-09-58-10,1,57,0.5518389365693471,left,probe,ambiguous-switch,-1,-30,right,right,0.335
HKS1998WRNO,2019-10-02-09-58-10,1,58,0.6994737712155707,left,both,ambiguous-switch,95,-30,right,right,0.271
