Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
MME2000MRNO,2019-10-15-13-01-19,1,1,0.5762362705150492,right,probe,biased-switch,-1,40,right,right,0.354
MME2000MRNO,2019-10-15-13-01-19,1,2,0.5109563463797205,right,both,biased-switch,93,40,right,right,0.169
MME2000MRNO,2019-10-15-13-01-19,1,3,0.569663152027153,left,probe,ambiguous-switch,-1,10,right,right,0.12
MME2000MRNO,2019-10-15-13-01-19,1,4,0.5451261900721179,left,both,ambiguous-switch,107,10,right,left,0.183
MME2000MRNO,2019-10-15-13-01-19,1,5,0.6223684556804546,left,probe,biased-switch,-1,5,right,right,0.166
MME2000MRNO,2019-10-15-13-01-19,1,6,0.5730851618790508,left,both,biased-switch,96,5,right,left,0.176
MME2000MRNO,2019-10-15-13-01-19,1,7,0.5209097284651906,left,probe,ambiguous-switch,-1,0,left,left,0.168
MME2000MRNO,2019-10-15-13-01-19,1,8,0.6148216209252733,left,both,ambiguous-switch,97,0,left,left,0.146
MME2000MRNO,2019-10-15-13-01-19,1,9,0.5933183577591743,left,probe,ambiguous-switch,-1,-5,left,left,0.209
MME2000MRNO,2019-10-15-13-01-19,1,10,0.5942825711437635,left,both,ambiguous-switch,101,-5,left,left,0.161
MME2000MRNO,2019-10-15-13-01-19,1,11,0.6408283133115364,right,probe,ambiguous-switch,-1,40,left,left,0.089
MME2000MRNO,2019-10-15-13-01-19,1,12,0.553832757076033,right,both,ambiguous-switch,97,40,left,left,0.115
MME2000MRNO,2019-10-15-13-01-19,1,13,0.5028663535588179,left,probe,ambiguous-switch,-1,5,left,left,0.21
MME2000MRNO,2019-10-15-13-01-19,1,14,0.5141688955012479,left,both,ambiguous-switch,102,5,left,left,0.165
MME2000MRNO,2019-10-15-13-01-19,1,15,0.5348801533116716,left,probe,biased-switch,-1,30,left,left,0.154
