Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
MSB1996WRNO,2019-09-26-10-40-03,1,1,0.6283648187308826,left,probe,ambiguous-switch,-1,10,left,left,0.701
MSB1996WRNO,2019-09-26-10-40-03,1,2,0.6735218837096449,left,both,ambiguous-switch,93,10,left,right,0.308
MSB1996WRNO,2019-09-26-10-40-03,1,3,0.6639633495012499,right,probe,biased-switch,-1,-5,left,left,0.935
MSB1996WRNO,2019-09-26-10-40-03,1,4,0.5095855548782576,right,both,biased-switch,102,-5,left,left,0.318
MSB1996WRNO,2019-09-26-10-40-03,1,5,0.5245216666377223,right,probe,biased-switch,-1,-20,right,right,0.376
MSB1996WRNO,2019-09-26-10-40-03,1,6,0.6825901694599047,right,both,biased-switch,94,-20,right,left,0.232
MSB1996WRNO,2019-09-26-10-40-03,1,7,0.6533937192272401,right,probe,ambiguous-stable,-1,-10,right,right,0.442
MSB1996WRNO,2019-09-26-10-40-03,1,8,0.6185812959912612,right,both,ambiguous-stable,100,-10,left,left,0.852
MSB1996WRNO,2019-09-26-10-40-03,1,9,0.5316853729696693,left,probe,biased-switch,-1,40,left,left,0.321
MSB1996WRNO,2019-09-26-10-40-03,1,10,0.6306583285452955,left,both,biased-switch,93,40,left,left,0.373
MSB1996WRNO,2019-09-26-10-40-03,1,11,0.6601519090773307,right,probe,ambiguous-stable,-1,0,right,right,0.415
MSB1996WRNO,2019-09-26-10-40-03,1,12,0.5691412265860484,right,both,ambiguous-stable,97,0,left,right,0.229
MSB1996WRNO,2019-09-26-10-40-03,1,13,0.6468327154400286,left,probe,ambiguous-switch,-1,-20,left,left,0.312
MSB1996WRNO,2019-09-26-10-40-03,1,14,0.55770344009643,left,both,ambiguous-switch,95,-20,left,right,0.192
MSB1996WRNO,2019-09-26-10-40-03,1,15,0.5457595678495781,right,probe,biased-switch,-1,-10,right,right,0.335
MSB1996WRNO,2019-09-26-10-40-03,1,16,0.6215889349637808,right,both,biased-switch,94,-10,right,right,0.187
MSB1996WRNO,2019-09-26-10-40-03,1,17,0.5535854337163809,left,probe,ambiguous-stable,-1,40,left,left,0.366
MSB1996WRNO,2019-09-26-10-40-03,1,18,0.5275224568482415,left,both,ambiguous-stable,109,40,right,left,0.223
MSB1996WRNO,2019-09-26-10-40-03,1,19,0.5841674197563862,right,probe,ambiguous-switch,-1,-30,right,right,0.339
MSB1996WRNO,2019-09-26-10-40-03,1,20,0.5280812185307779,right,both,ambiguous-switch,91,-30,right,right,0.208
MSB1996WRNO,2019-09-26-10-40-03,1,21,0.5793355758300841,left,probe,biased-switch,-1,0,left,left,0.319
MSB1996WRNO,2019-09-26-10-40-03,1,22,0.6910409340445512,left,both,biased-switch,95,0,left,right,0.17
MSB1996WRNO,2019-09-26-10-40-03,1,23,0.6786795995556967,left,probe,biased-switch,-1,5,left,left,0.249
MSB1996WRNO,2019-09-26-10-40-03,1,24,0.5062604753605253,left,both,biased-switch,105,5,left,right,0.189
MSB1996WRNO,2019-09-26-10-40-03,1,25,0.6087050425748917,right,probe,ambiguous-stable,-1,30,right,right,0.197
