Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
SMB1998WRNO,2020-02-05-16-25-55,1,1,0.5961168654718747,right,probe,biased-switch,-1,12,left,left,0.795
SMB1998WRNO,2020-02-05-16-25-55,1,2,0.6895506092600998,right,both,biased-switch,55,12,left,right,0.214
SMB1998WRNO,2020-02-05-16-25-55,1,3,0.6063483035073047,left,probe,ambiguous-switch,-1,6,right,right,0.21
SMB1998WRNO,2020-02-05-16-25-55,1,4,0.6152394097150211,left,both,ambiguous-switch,66,6,right,right,0.177
SMB1998WRNO,2020-02-05-16-25-55,1,5,0.6913216001336208,right,probe,ambiguous-switch,-1,-18,right,right,0.228
SMB1998WRNO,2020-02-05-16-25-55,1,6,0.5088871801501028,right,both,ambiguous-switch,63,-18,right,right,0.013
SMB1998WRNO,2020-02-05-16-25-55,1,7,0.6929863407107809,right,probe,biased-switch,-1,18,right,right,2.354
SMB1998WRNO,2020-02-05-16-25-55,1,8,0.5770125850502439,right,both,biased-switch,65,18,right,right,0.204
SMB1998WRNO,2020-02-05-16-25-55,1,9,0.5195298629908885,left,probe,biased-switch,-1,-6,right,right,0.229
SMB1998WRNO,2020-02-05-16-25-55,1,10,0.5169072550542407,left,both,biased-switch,61,-6,right,right,0.2
SMB1998WRNO,2020-02-05-16-25-55,1,11,0.670449968512677,right,probe,biased-switch,-1,3,right,right,0.231
SMB1998WRNO,2020-02-05-16-25-55,1,12,0.5483956803314884,right,both,biased-switch,54,3,right,left,0.417
SMB1998WRNO,2020-02-05-16-25-55,1,13,0.5063939870988862,right,probe,biased-switch,-1,-3,right,right,0.42
SMB1998WRNO,2020-02-05-16-25-55,1,14,0.6054539399702283,right,both,biased-switch,56,-3,right,left,0.188
SMB1998WRNO,2020-02-05-16-25-55,1,15,0.5945567727774526,left,probe,biased-switch,-1,0,right,right,0.2
SMB1998WRNO,2020-02-05-16-25-55,1,16,0.5406930807059999,left,both,biased-switch,58,0,right,left,0.195
SMB1998WRNO,2020-02-05-16-25-55,1,17,0.6837533637823558,right,probe,ambiguous-switch,-1,-12,right,right,0.177
SMB1998WRNO,2020-02-05-16-25-55,1,18,0.5876204655589596,right,both,ambiguous-switch,55,-12,right,right,0.185
SMB1998WRNO,2020-02-05-16-25-55,1,19,0.5870142443269603,left,probe,biased-switch,-1,-12,right,right,0.216
SMB1998WRNO,2020-02-05-16-25-55,1,20,0.5470326637543874,left,both,biased-switch,56,-12,right,right,0.241
SMB1998WRNO,2020-02-05-16-25-55,1,21,0.6213255543859831,right,probe,ambiguous-switch,-1,-3,right,right,0.238
SMB1998WRNO,2020-02-05-16-25-55,1,22,0.6342595315480243,right,both,ambiguous-switch,59,-3,right,right,0.204
SMB1998WRNO,2020-02-05-16-25-55,1,23,0.5881721177019561,right,probe,ambiguous-switch,-1,24,right,right,0.255
SMB1998WRNO,2020-02-05-16-25-55,1,24,0.5468327783463791,right,both,ambiguous-switch,59,24,right,left,0.139
SMB1998WRNO,2020-02-05-16-25-55,1,25,0.5918609781377163,left,probe,ambiguous-switch,-1,0,right,right,0.351
SMB1998WRNO,2020-02-05-16-25-55,1,26,0.6928456656372989,left,both,ambiguous-switch,59,0,right,right,0.13
SMB1998WRNO,2020-02-05-16-25-55,1,27,0.5718286147186398,left,probe,ambiguous-switch,-1,3,right,right,0.21
SMB1998WRNO,2020-02-05-16-25-55,1,28,0.6618654218479026,left,both,ambiguous-switch,54,3,right,left,0.044
SMB1998WRNO,2020-02-05-16-25-55,1,29,0.6574389957216342,right,probe,biased-switch,-1,24,right,right,0.223
SMB1998WRNO,2020-02-05-16-25-55,1,30,0.6042506171173738,right,both,biased-switch,55,24,right,right,0.184
SMB1998WRNO,2020-02-05-16-25-55,1,31,0.6141785152632289,right,probe,ambiguous-switch,-1,12,right,right,0.267
SMB1998WRNO,2020-02-05-16-25-55,1,32,0.6100399729101428,right,both,ambiguous-switch,55,12,right,right,0.174
SMB1998WRNO,2020-02-05-16-25-55,1,33,0.5514713423560574,left,probe,ambiguous-switch,-1,-6,right,right,0.209
SMB1998WRNO,2020-02-05-16-25-55,1,34,0.523396022094904,left,both,ambiguous-switch,56,-6,right,right,0.23
SMB1998WRNO,2020-02-05-16-25-55,1,35,0.6996585702478666,left,probe,biased-switch,-1,6,right,right,0.214
SMB1998WRNO,2020-02-05-16-25-55,1,36,0.656388657457761,left,both,biased-switch,57,6,right,left,0.234
SMB1998WRNO,2020-02-05-16-25-55,1,37,0.5476407822254465,left,probe,biased-switch,-1,-18,right,right,0.197
SMB1998WRNO,2020-02-05-16-25-55,1,38,0.5542052467514779,left,both,biased-switch,58,-18,right,right,0.217
SMB1998WRNO,2020-02-05-16-25-55,1,39,0.6495683298205432,right,probe,ambiguous-switch,-1,18,right,right,0.093
SMB1998WRNO,2020-02-05-16-25-55,1,40,0.5995840011843704,right,both,ambiguous-switch,65,18,right,right,1.244
SMB1998WRNO,2020-02-05-16-25-55,1,41,0.5859340894359331,right,probe,biased-switch,-1,12,right,right,0.232
SMB1998WRNO,2020-02-05-16-25-55,1,42,0.6556397963352764,right,both,biased-switch,56,12,right,left,0.888
SMB1998WRNO,2020-02-05-16-25-55,1,43,0.641066124654397,left,probe,ambiguous-switch,-1,6,right,right,0.191
SMB1998WRNO,2020-02-05-16-25-55,1,44,0.5282256830095653,left,both,ambiguous-switch,58,6,right,right,0.066
SMB1998WRNO,2020-02-05-16-25-55,1,45,0.6802084704610126,right,probe,ambiguous-switch,-1,-18,right,right,0.205
SMB1998WRNO,2020-02-05-16-25-55,1,46,0.5533469291196114,right,both,ambiguous-switch,59,-18,right,left,0.264
SMB1998WRNO,2020-02-05-16-25-55,1,47,0.5775325011467698,left,probe,biased-switch,-1,18,right,right,0.22
SMB1998WRNO,2020-02-05-16-25-55,1,48,0.6660371918853178,left,both,biased-switch,62,18,right,right,0.163
SMB1998WRNO,2020-02-05-16-25-55,1,49,0.6169127382979561,left,probe,biased-switch,-1,-6,right,right,0.213
SMB1998WRNO,2020-02-05-16-25-55,1,50,0.5325559755661933,left,both,biased-switch,55,-6,right,right,0.23
SMB1998WRNO,2020-02-05-16-25-55,1,51,0.6714366642788447,left,probe,biased-switch,-1,3,right,right,0.164
SMB1998WRNO,2020-02-05-16-25-55,1,52,0.5485025535183553,left,both,biased-switch,60,3,right,left,0.188
SMB1998WRNO,2020-02-05-16-25-55,1,53,0.5892385100503614,left,probe,biased-switch,-1,-3,right,right,0.446
SMB1998WRNO,2020-02-05-16-25-55,1,54,0.539571159400407,left,both,biased-switch,55,-3,right,right,0.171
SMB1998WRNO,2020-02-05-16-25-55,1,55,0.5969139496303318,left,probe,biased-switch,-1,0,right,right,0.19
SMB1998WRNO,2020-02-05-16-25-55,1,56,0.529709369635824,left,both,biased-switch,59,0,right,left,0.185
SMB1998WRNO,2020-02-05-16-25-55,1,57,0.6139137146738982,left,probe,ambiguous-switch,-1,-12,right,right,0.222
SMB1998WRNO,2020-02-05-16-25-55,1,58,0.6425075561117056,left,both,ambiguous-switch,56,-12,right,right,0.97
SMB1998WRNO,2020-02-05-16-25-55,1,59,0.511597754653128,left,probe,biased-switch,-1,-12,right,right,0.191
SMB1998WRNO,2020-02-05-16-25-55,1,60,0.6789686283788833,left,both,biased-switch,62,-12,right,right,0.195
SMB1998WRNO,2020-02-05-16-25-55,1,61,0.6832798055708004,left,probe,ambiguous-switch,-1,-3,right,right,0.112
SMB1998WRNO,2020-02-05-16-25-55,1,62,0.6108052342979593,left,both,ambiguous-switch,62,-3,right,right,1.14
SMB1998WRNO,2020-02-05-16-25-55,1,63,0.5770340873871472,right,probe,ambiguous-switch,-1,24,right,right,0.257
SMB1998WRNO,2020-02-05-16-25-55,1,64,0.6241416033171344,right,both,ambiguous-switch,65,24,right,left,0.172
SMB1998WRNO,2020-02-05-16-25-55,1,65,0.6636625228693114,left,probe,ambiguous-switch,-1,0,right,right,0.325
SMB1998WRNO,2020-02-05-16-25-55,1,66,0.6729576063236528,left,both,ambiguous-switch,63,0,right,left,0.219
SMB1998WRNO,2020-02-05-16-25-55,1,67,0.658028278726331,left,probe,ambiguous-switch,-1,3,left,left,0.422
