Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
VTM1984WRNO,2019-10-08-14-27-35,1,1,0.6178128157392967,right,probe,ambiguous-stable,-1,20,left,left,0.665
VTM1984WRNO,2019-10-08-14-27-35,1,2,0.5499282014826758,right,both,ambiguous-stable,92,20,right,left,0.778
VTM1984WRNO,2019-10-08-14-27-35,1,3,0.6739300618692895,right,probe,ambiguous-stable,-1,30,left,left,0.616
VTM1984WRNO,2019-10-08-14-27-35,1,4,0.5399014212290119,right,both,ambiguous-stable,108,30,right,left,0.364
VTM1984WRNO,2019-10-08-14-27-35,1,5,0.6397424154185467,left,probe,ambiguous-stable,-1,-10,right,right,0.559
VTM1984WRNO,2019-10-08-14-27-35,1,6,0.5702024936446006,left,both,ambiguous-stable,95,-10,left,right,0.406
VTM1984WRNO,2019-10-08-14-27-35,1,7,0.5189394463335893,left,probe,ambiguous-stable,-1,40,right,right,0.437
VTM1984WRNO,2019-10-08-14-27-35,1,8,0.5959417391810145,left,both,ambiguous-stable,97,40,left,right,0.358
VTM1984WRNO,2019-10-08-14-27-35,1,9,0.6800105886459371,right,probe,ambiguous-switch,-1,5,left,left,0.395
VTM1984WRNO,2019-10-08-14-27-35,1,10,0.5288286203439457,right,both,ambiguous-switch,100,5,left,right,0.86
VTM1984WRNO,2019-10-08-14-27-35,1,11,0.5877194500653092,left,probe,biased-switch,-1,0,right,right,0.417
VTM1984WRNO,2019-10-08-14-27-35,1,12,0.5929922276054465,left,both,biased-switch,110,0,right,right,0.211
VTM1984WRNO,2019-10-08-14-27-35,1,13,0.6729964048618652,right,probe,ambiguous-switch,-1,10,left,left,0.801
VTM1984WRNO,2019-10-08-14-27-35,1,14,0.5258842887302393,right,both,ambiguous-switch,100,10,left,left,0.28
VTM1984WRNO,2019-10-08-14-27-35,1,15,0.6055955826385513,right,probe,biased-switch,-1,-10,left,left,0.233
VTM1984WRNO,2019-10-08-14-27-35,1,16,0.5841037771362992,right,both,biased-switch,91,-10,left,right,1.378
VTM1984WRNO,2019-10-08-14-27-35,1,17,0.6714288788024174,left,probe,ambiguous-switch,-1,-20,right,right,1.098
VTM1984WRNO,2019-10-08-14-27-35,1,18,0.6018969799087278,left,both,ambiguous-switch,96,-20,right,right,0.447
VTM1984WRNO,2019-10-08-14-27-35,1,19,0.5948225958952116,right,probe,biased-switch,-1,10,left,left,1.593
VTM1984WRNO,2019-10-08-14-27-35,1,20,0.608493636985394,right,both,biased-switch,102,10,left,right,0.263
VTM1984WRNO,2019-10-08-14-27-35,1,21,0.6893548563393319,left,probe,ambiguous-switch,-1,40,right,right,0.31
VTM1984WRNO,2019-10-08-14-27-35,1,22,0.6368402464044538,left,both,ambiguous-switch,96,40,right,right,0.113
VTM1984WRNO,2019-10-08-14-27-35,1,23,0.6674279417661643,right,probe,ambiguous-switch,-1,-5,left,left,0.346
VTM1984WRNO,2019-10-08-14-27-35,1,24,0.6908691688203472,right,both,ambiguous-switch,92,-5,left,right,0.181
VTM1984WRNO,2019-10-08-14-27-35,1,25,0.6976231599284946,left,probe,biased-switch,-1,-30,right,right,0.088
VTM1984WRNO,2019-10-08-14-27-35,1,26,0.6980472435037217,left,both,biased-switch,99,-30,right,right,0.171
VTM1984WRNO,2019-10-08-14-27-35,1,27,0.534262549516404,right,probe,biased-switch,-1,40,left,left,0.184
VTM1984WRNO,2019-10-08-14-27-35,1,28,0.6701843977966593,right,both,biased-switch,105,40,left,left,0.004
VTM1984WRNO,2019-10-08-14-27-35,1,29,0.6097812953855162,left,probe,ambiguous-stable,-1,-5,right,right,0.136
VTM1984WRNO,2019-10-08-14-27-35,1,30,0.5678798833636718,left,both,ambiguous-stable,108,-5,left,right,5.221
VTM1984WRNO,2019-10-08-14-27-35,1,31,0.5830031132529456,right,probe,ambiguous-switch,-1,30,left,left,0.461
VTM1984WRNO,2019-10-08-14-27-35,1,32,0.5448494271405825,right,both,ambiguous-switch,106,30,left,left,0.81
VTM1984WRNO,2019-10-08-14-27-35,1,33,0.6622644654338002,left,probe,ambiguous-switch,-1,-10,right,right,0.524
VTM1984WRNO,2019-10-08-14-27-35,1,34,0.5707594126085486,left,both,ambiguous-switch,92,-10,right,right,0.299
VTM1984WRNO,2019-10-08-14-27-35,1,35,0.5914091397043325,left,probe,ambiguous-stable,-1,5,right,right,0.405
VTM1984WRNO,2019-10-08-14-27-35,1,36,0.674158840726285,left,both,ambiguous-stable,93,5,left,right,0.421
VTM1984WRNO,2019-10-08-14-27-35,1,37,0.6296194343279715,left,probe,biased-switch,-1,30,right,right,0.559
VTM1984WRNO,2019-10-08-14-27-35,1,38,0.5847214028212027,left,both,biased-switch,90,30,right,right,0.348
VTM1984WRNO,2019-10-08-14-27-35,1,39,0.6691151871990277,left,probe,biased-switch,-1,20,right,right,0.428
