Participant,Session,Block,Trial,OnsetDelay,ProbeLocation,WhatIsReported,Condition,TriggerTime,ProbeSOA,PrimeDirection,Response,RT
SAM1990WRNO,2020-01-21-12-04-44,1,1,0.5392472562897315,right,probe,biased-switch,-1,-18,right,right,1.285
SAM1990WRNO,2020-01-21-12-04-44,1,2,0.6803401312375487,right,both,biased-switch,59,-18,right,right,0.773
SAM1990WRNO,2020-01-21-12-04-44,1,3,0.6041662694410592,right,probe,ambiguous-stable,-1,0,right,right,0.815
SAM1990WRNO,2020-01-21-12-04-44,1,4,0.5201579139273071,right,both,ambiguous-stable,56,0,left,right,0.732
SAM1990WRNO,2020-01-21-12-04-44,1,5,0.6268492914120862,right,probe,ambiguous-switch,-1,-12,right,right,1.039
SAM1990WRNO,2020-01-21-12-04-44,1,6,0.5155501110692152,right,both,ambiguous-switch,64,-12,right,right,0.449
SAM1990WRNO,2020-01-21-12-04-44,1,7,0.6072371582756118,left,probe,ambiguous-switch,-1,3,left,left,0.962
SAM1990WRNO,2020-01-21-12-04-44,1,8,0.6524109268265295,left,both,ambiguous-switch,61,3,left,left,0.346
SAM1990WRNO,2020-01-21-12-04-44,1,9,0.6367194782390044,right,probe,ambiguous-stable,-1,-12,right,right,0.92
SAM1990WRNO,2020-01-21-12-04-44,1,10,0.638017705827103,right,both,ambiguous-stable,55,-12,left,right,0.219
SAM1990WRNO,2020-01-21-12-04-44,1,11,0.6662914712658188,right,probe,biased-switch,-1,24,right,right,0.756
SAM1990WRNO,2020-01-21-12-04-44,1,12,0.5177488934580249,right,both,biased-switch,56,24,right,right,0.465
SAM1990WRNO,2020-01-21-12-04-44,1,13,0.5792998263500163,right,probe,ambiguous-stable,-1,-6,right,right,0.67
SAM1990WRNO,2020-01-21-12-04-44,1,14,0.6315691803094959,right,both,ambiguous-stable,63,-6,left,right,0.408
SAM1990WRNO,2020-01-21-12-04-44,1,15,0.6094549824910057,right,probe,biased-switch,-1,6,right,right,0.653
SAM1990WRNO,2020-01-21-12-04-44,1,16,0.65082285755772,right,both,biased-switch,66,6,right,right,0.303
SAM1990WRNO,2020-01-21-12-04-44,1,17,0.5558141311040548,right,probe,ambiguous-switch,-1,18,right,right,0.507
SAM1990WRNO,2020-01-21-12-04-44,1,18,0.5971468886612673,right,both,ambiguous-switch,63,18,right,right,0.256
SAM1990WRNO,2020-01-21-12-04-44,1,19,0.5679498723454097,left,probe,biased-switch,-1,3,left,left,0.709
SAM1990WRNO,2020-01-21-12-04-44,1,20,0.6129402295993768,left,both,biased-switch,65,3,left,left,0.319
SAM1990WRNO,2020-01-21-12-04-44,1,21,0.6892756574918621,left,probe,biased-switch,-1,-3,left,left,0.719
