Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-06-20-12-01-05,02,1,1.36938996909,0.5,right,right,start,0
2018-06-20-12-01-05,02,1,1.36938996909,0.5,right,right,down,8.159
2018-06-20-12-01-05,02,1,1.36938996909,0.5,right,right,right,14.384
2018-06-20-12-01-05,02,1,1.36938996909,0.5,right,right,down,26.103
2018-06-20-12-01-05,02,1,1.36938996909,0.5,right,right,right,50.303
2018-06-20-12-01-05,02,2,1.13808013799,0.25,right,left,start,0
2018-06-20-12-01-05,02,2,1.13808013799,0.25,right,left,left,0.938
2018-06-20-12-01-05,02,2,1.13808013799,0.25,right,left,up,19.08
2018-06-20-12-01-05,02,2,1.13808013799,0.25,right,left,left,30.177
2018-06-20-12-01-05,02,3,1.06709770979,0,left,left,start,0
2018-06-20-12-01-05,02,3,1.06709770979,0,left,left,left,1.055
2018-06-20-12-01-05,02,3,1.06709770979,0,left,left,right,19.879
2018-06-20-12-01-05,02,3,1.06709770979,0,left,left,left,49.576
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,start,0
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,down,2.438
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,right,3.774
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,left,33.708
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,right,42.683
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,down,53.295
2018-06-20-12-01-05,02,4,1.26708099584,0.25,right,right,right,56.222
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,start,0
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,down,2.066
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,left,4.29
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,down,19.203
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,left,21.823
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,down,33.757
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,left,35.988
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,down,50.125
2018-06-20-12-01-05,02,5,1.05517814008,1,left,left,left,55.83
2018-06-20-12-01-05,02,6,1.20383975554,1,right,left,start,0
2018-06-20-12-01-05,02,6,1.20383975554,1,right,left,left,2.083
2018-06-20-12-01-05,02,7,1.40161714739,1,left,right,start,0
2018-06-20-12-01-05,02,7,1.40161714739,1,left,right,right,1.607
2018-06-20-12-01-05,02,7,1.40161714739,1,left,right,up,19.907
2018-06-20-12-01-05,02,7,1.40161714739,1,left,right,right,26.404
