Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,start,0
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,left,1.014
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,right,8.273
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,left,14.418
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,down,17.114
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,up,24.023
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,left,30.384
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,up,37.395
2018-07-18-10-10-15,04,1,1.00133525716,1,right,left,left,42.845
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,start,0
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,1.73
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,7.854
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,left,9.584
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,10.905
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,13.703
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,16.128
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,25.903
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,left,27.536
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,31.429
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,32.774
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,left,35.965
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,37.638
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,41.631
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,44.934
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,46.692
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,48.079
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,49.492
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,50.985
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,left,52.279
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,53.587
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,54.99
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,left,56.105
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,right,57.635
2018-07-18-10-10-15,04,2,1.24759236294,0.25,right,right,down,59.17
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,start,0
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,down,1.263
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,left,2.198
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,down,5.065
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,left,6.869
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,right,35.474
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,down,37.634
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,left,39.583
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,down,52.2
2018-07-18-10-10-15,04,3,1.33363635287,1,left,left,left,54.608
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,start,0
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,left,0.931
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,right,26.978
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,up,36.007
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,left,38.489
2018-07-18-10-10-15,04,4,1.25538913084,0,left,right,right,47.819
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,start,0
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,right,0.696
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,up,4.56
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,left,6.484
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,right,10.219
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,left,16.887
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,right,21.998
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,up,28.735
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,right,31.079
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,left,33.32
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,right,37.929
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,up,51.231
2018-07-18-10-10-15,04,5,1.23211253249,0,left,left,left,53.374
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,start,0
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,1.686
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,down,20.003
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,21.453
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,down,23.396
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,24.914
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,down,30.921
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,32.575
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,down,36.249
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,38.35
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,down,46.843
2018-07-18-10-10-15,04,6,1.0008688403,0.5,left,left,left,52.512
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,start,0
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,up,1.275
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,right,13.22
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,up,15.16
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,right,18.504
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,up,21.9
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,right,23.853
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,up,28.15
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,right,30.217
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,up,37.185
2018-07-18-10-10-15,04,7,1.28271309016,0.25,left,right,right,40.553
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,start,0
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,0.92
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,5.295
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,10.024
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,11.091
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,13.373
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,15.835
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,17.595
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,19.459
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,21.814
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,32.392
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,34.292
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,38.193
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,47.9
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,down,56.947
2018-07-18-10-10-15,04,8,1.12596174041,0.5,right,right,right,58.596
