Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-10-29-08-55-30,VP198w,1,1.41777300007,0.25,above,right,start,0
2018-10-29-08-55-30,VP198w,1,1.41777300007,0.25,above,right,left,19.189
2018-10-29-08-55-30,VP198w,1,1.41777300007,0.25,above,right,right,23.673
2018-10-29-08-55-30,VP198w,1,1.41777300007,0.25,above,right,down,49.332
2018-10-29-08-55-30,VP198w,1,1.41777300007,0.25,above,right,right,53.933
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,start,0
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,right,10.338
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,down,15.874
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,left,21.401
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,down,25.77
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,left,31.502
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,down,43.587
2018-10-29-08-55-30,VP198w,2,1.39026119518,0.25,above,left,left,51.739
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,start,0
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,left,5.986
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,down,13.847
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,left,21.483
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,down,26.448
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,left,38.046
2018-10-29-08-55-30,VP198w,3,1.21075036597,0.5,above,left,down,51.765
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,start,0
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,right,6.32
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,down,13.128
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,left,20.513
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,right,24.545
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,left,30.578
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,right,35.381
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,left,40.41
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,right,46.817
2018-10-29-08-55-30,VP198w,4,1.3827743609,0,below,right,down,55.54
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,start,0
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,left,5.253
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,right,10.055
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,left,20.349
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,down,23.796
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,right,29.36
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,down,38.283
2018-10-29-08-55-30,VP198w,5,1.26068022347,0,below,left,right,44.109
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,start,0
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,right,2.093
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,down,13.12
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,right,27.81
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,down,39.367
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,right,46.244
2018-10-29-08-55-30,VP198w,6,1.41233431796,1,below,right,down,51.849
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,start,0
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,right,3.343
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,left,6.375
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,right,11.346
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,left,17.639
2018-10-29-08-55-30,VP198w,7,1.15017945777,0,above,right,right,24.287
