Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-11-08-15-59-53,AP1998w,1,1.28767303868,0,left,right,start,0
2018-11-08-15-59-53,AP1998w,1,1.28767303868,0,left,right,left,2.599
2018-11-08-15-59-53,AP1998w,1,1.28767303868,0,left,right,right,20.027
2018-11-08-15-59-53,AP1998w,1,1.28767303868,0,left,right,left,21.755
2018-11-08-15-59-53,AP1998w,1,1.28767303868,0,left,right,right,59.611
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,start,0
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,left,1.587
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,down,11.097
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,left,20.729
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,down,27.556
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,left,29.415
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,down,38.468
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,left,49.887
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,down,56.544
2018-11-08-15-59-53,AP1998w,2,1.44773567802,1,left,left,left,58.505
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,start,0
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,up,1.979
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,right,4.073
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,up,26.298
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,right,31.544
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,up,45.577
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,right,47.374
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,up,49.35
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,right,51.259
2018-11-08-15-59-53,AP1998w,3,1.03033117267,1,left,right,up,57.484
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,start,0
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,left,2.373
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,right,19.368
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,left,27.122
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,right,29.199
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,left,35.87
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,right,40.271
2018-11-08-15-59-53,AP1998w,4,1.00704333566,0,left,left,left,42.593
2018-11-08-15-59-53,AP1998w,5,1.0286996049,0.25,right,left,start,0
2018-11-08-15-59-53,AP1998w,5,1.0286996049,0.25,right,left,left,1.223
2018-11-08-15-59-53,AP1998w,6,1.08356714165,0.25,left,right,start,0
2018-11-08-15-59-53,AP1998w,6,1.08356714165,0.25,left,right,left,1.962
2018-11-08-15-59-53,AP1998w,7,1.36831618293,0.5,right,right,start,0
2018-11-08-15-59-53,AP1998w,7,1.36831618293,0.5,right,right,left,1.332
2018-11-08-15-59-53,AP1998w,7,1.36831618293,0.5,right,right,right,20.929
2018-11-08-15-59-53,AP1998w,8,1.15363903209,0.5,left,left,start,0
2018-11-08-15-59-53,AP1998w,8,1.15363903209,0.5,left,left,right,1.189
2018-11-08-15-59-53,AP1998w,8,1.15363903209,0.5,left,left,left,3.954
2018-11-08-15-59-53,AP1998w,8,1.15363903209,0.5,left,left,down,24.17
2018-11-08-15-59-53,AP1998w,8,1.15363903209,0.5,left,left,left,42.635
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,start,0
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,right,1.733
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,left,24.712
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,right,31.161
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,left,34.837
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,right,40.117
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,left,46.22
2018-11-08-15-59-53,AP1998w,9,1.05540397365,0,right,left,right,48.222
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,start,0
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,right,0.911
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,up,20.738
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,right,22.001
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,up,27.622
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,right,36.46
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,up,43.573
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,right,48.529
2018-11-08-15-59-53,AP1998w,10,1.45962743672,0.5,left,right,up,49.723
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,start,0
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,up,1.597
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,left,3.815
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,right,13.927
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,left,18.565
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,down,30.872
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,left,32.907
2018-11-08-15-59-53,AP1998w,11,1.34859410441,0,right,right,right,59.603
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,start,0
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,right,0.873
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,down,6.799
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,right,30.435
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,down,33.709
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,right,35.548
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,down,38.738
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,right,47.155
2018-11-08-15-59-53,AP1998w,12,1.45423605026,1,right,right,down,49.895
