Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,start,0
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,right,3.604
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,left,8.805
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,right,12.901
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,left,27.027
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,right,37.745
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,left,45.768
2018-11-23-12-12-20,VP161996m,1,1.43435815034,0.25,above,right,right,48.059
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,start,0
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,right,2.588
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,left,3.617
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,right,20.837
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,left,30.136
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,right,32.953
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,left,34.804
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,right,40.678
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,left,51.49
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,right,52.682
2018-11-23-12-12-20,VP161996m,2,1.22403174106,0,below,right,left,58.124
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,start,0
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,right,1.33
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,down,10.009
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,left,16.422
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,right,20.253
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,left,24.362
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,right,26.866
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,down,34.908
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,left,38.946
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,down,43.411
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,right,47.095
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,down,50.336
2018-11-23-12-12-20,VP161996m,3,1.11864605411,0.5,below,right,left,56.274
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,start,0
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,right,19.265
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,left,24.743
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,right,26.814
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,left,28.255
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,right,38.705
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,left,42.524
2018-11-23-12-12-20,VP161996m,4,1.02796879231,0.25,below,left,right,51.059
2018-11-23-12-12-20,VP161996m,5,1.49818767159,1,above,left,start,0
2018-11-23-12-12-20,VP161996m,5,1.49818767159,1,above,left,down,30.337
2018-11-23-12-12-20,VP161996m,5,1.49818767159,1,above,left,left,33.341
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,start,0
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,down,18.709
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,left,24.317
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,down,30.1
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,left,38.087
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,down,46.058
2018-11-23-12-12-20,VP161996m,6,1.41433368996,0.5,above,left,left,50.709
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,start,0
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,down,16.138
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,left,28.746
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,down,34.269
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,left,45.118
2018-11-23-12-12-20,VP161996m,7,1.11917718986,1,below,left,down,54.907
2018-11-23-12-12-20,VP161996m,8,1.19832578458,1,below,right,start,0
2018-11-23-12-12-20,VP161996m,8,1.19832578458,1,below,right,down,17.435
2018-11-23-12-12-20,VP161996m,8,1.19832578458,1,below,right,right,31.601
2018-11-23-12-12-20,VP161996m,8,1.19832578458,1,below,right,down,56.89
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,start,0
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,left,16.225
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,right,17.651
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,left,25.069
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,right,28.371
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,left,40.888
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,right,47.366
2018-11-23-12-12-20,VP161996m,9,1.24585106948,0.5,above,right,left,57.457
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,start,0
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,left,5.979
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,right,18.503
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,down,33.725
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,left,35.067
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,right,39.989
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,left,44.122
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,right,51.101
2018-11-23-12-12-20,VP161996m,10,1.26845011562,0.5,below,left,down,54.884
2018-11-23-12-12-20,VP161996m,11,1.24734547361,0,below,left,start,0
2018-11-23-12-12-20,VP161996m,11,1.24734547361,0,below,left,left,5.84
2018-11-23-12-12-20,VP161996m,11,1.24734547361,0,below,left,right,10.747
2018-11-23-12-12-20,VP161996m,11,1.24734547361,0,below,left,left,43.963
2018-11-23-12-12-20,VP161996m,12,1.32839596034,1,above,right,start,0
2018-11-23-12-12-20,VP161996m,12,1.32839596034,1,above,right,left,30.495
2018-11-23-12-12-20,VP161996m,12,1.32839596034,1,above,right,down,47.968
2018-11-23-12-12-20,VP161996m,12,1.32839596034,1,above,right,right,54.316
2018-11-23-12-12-20,VP161996m,13,1.18749360039,0,above,left,start,0
2018-11-23-12-12-20,VP161996m,13,1.18749360039,0,above,left,left,2.349
2018-11-23-12-12-20,VP161996m,13,1.18749360039,0,above,left,down,35.512
2018-11-23-12-12-20,VP161996m,13,1.18749360039,0,above,left,left,45.235
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,start,0
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,down,6.471
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,left,8.554
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,down,17.49
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,left,22.802
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,right,32.909
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,left,35.237
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,down,42.668
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,right,45.511
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,down,50.761
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,left,54.157
2018-11-23-12-12-20,VP161996m,14,1.0087297041,0.25,below,right,right,56.639
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,start,0
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,left,2.015
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,down,24.386
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,right,26.098
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,left,31.231
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,right,35.093
2018-11-23-12-12-20,VP161996m,15,1.30589649433,0.25,above,left,left,57.477
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,start,0
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,left,3.035
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,down,5.498
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,left,7.047
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,right,9.781
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,left,21.237
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,right,24.871
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,down,46.601
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,left,47.485
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,right,49.602
2018-11-23-12-12-20,VP161996m,16,1.0253097964,0,above,right,left,58.37
