Session,Participant,Block,OnsetDelay,StereoStrength,BiasedSide,RotationBias,Percept,Time
2018-11-06-17-53-29,VP698w,1,1.48781372293,0.5,right,right,start,0
2018-11-06-17-53-29,VP698w,1,1.48781372293,0.5,right,right,down,2
2018-11-06-17-53-29,VP698w,1,1.48781372293,0.5,right,right,right,17.595
2018-11-06-17-53-29,VP698w,1,1.48781372293,0.5,right,right,down,54.596
2018-11-06-17-53-29,VP698w,2,1.31123736158,1,left,right,start,0
2018-11-06-17-53-29,VP698w,2,1.31123736158,1,left,right,up,3.161
2018-11-06-17-53-29,VP698w,3,1.02628265307,0,left,left,start,0
2018-11-06-17-53-29,VP698w,3,1.02628265307,0,left,left,left,3.41
2018-11-06-17-53-29,VP698w,4,1.03181273889,0,left,right,start,0
2018-11-06-17-53-29,VP698w,4,1.03181273889,0,left,right,right,3.191
2018-11-06-17-53-29,VP698w,4,1.03181273889,0,left,right,left,11.108
2018-11-06-17-53-29,VP698w,5,1.40809728587,1,right,right,start,0
2018-11-06-17-53-29,VP698w,5,1.40809728587,1,right,right,down,3.266
2018-11-06-17-53-29,VP698w,5,1.40809728587,1,right,right,right,7.561
2018-11-06-17-53-29,VP698w,6,1.48395380799,0.5,left,right,start,0
2018-11-06-17-53-29,VP698w,6,1.48395380799,0.5,left,right,right,0.965
2018-11-06-17-53-29,VP698w,6,1.48395380799,0.5,left,right,up,19.684
2018-11-06-17-53-29,VP698w,6,1.48395380799,0.5,left,right,right,55.393
2018-11-06-17-53-29,VP698w,7,1.2939174996,1,right,left,start,0
2018-11-06-17-53-29,VP698w,7,1.2939174996,1,right,left,left,1.632
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,start,0
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,left,1.293
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,down,4.284
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,right,14.899
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,down,47.448
2018-11-06-17-53-29,VP698w,8,1.32443811311,0.25,right,right,left,58.942
2018-11-06-17-53-29,VP698w,9,1.0746219516,0,right,right,start,0
2018-11-06-17-53-29,VP698w,9,1.0746219516,0,right,right,left,1.151
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,start,0
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,left,0.744
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,right,19.862
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,left,37.498
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,up,44.545
2018-11-06-17-53-29,VP698w,10,1.01513375655,0,right,left,left,52.309
2018-11-06-17-53-29,VP698w,11,1.26643815464,0.25,left,left,start,0
2018-11-06-17-53-29,VP698w,11,1.26643815464,0.25,left,left,left,0.72
2018-11-06-17-53-29,VP698w,12,1.14409367651,0.25,right,left,start,0
2018-11-06-17-53-29,VP698w,12,1.14409367651,0.25,right,left,left,0.768
2018-11-06-17-53-29,VP698w,13,1.18270200064,0.5,left,left,start,0
2018-11-06-17-53-29,VP698w,13,1.18270200064,0.5,left,left,left,0.729
2018-11-06-17-53-29,VP698w,13,1.18270200064,0.5,left,left,down,20.328
2018-11-06-17-53-29,VP698w,13,1.18270200064,0.5,left,left,right,25.648
2018-11-06-17-53-29,VP698w,13,1.18270200064,0.5,left,left,left,52.872
2018-11-06-17-53-29,VP698w,14,1.18570614509,0.25,left,right,start,0
2018-11-06-17-53-29,VP698w,14,1.18570614509,0.25,left,right,right,0.827
2018-11-06-17-53-29,VP698w,14,1.18570614509,0.25,left,right,up,51.679
2018-11-06-17-53-29,VP698w,15,1.16933739049,1,left,left,start,0
2018-11-06-17-53-29,VP698w,15,1.16933739049,1,left,left,left,0.613
2018-11-06-17-53-29,VP698w,15,1.16933739049,1,left,left,down,17.806
2018-11-06-17-53-29,VP698w,15,1.16933739049,1,left,left,left,29.412
2018-11-06-17-53-29,VP698w,16,1.3690364151,0.5,right,left,start,0
2018-11-06-17-53-29,VP698w,16,1.3690364151,0.5,right,left,left,0.513
2018-11-06-17-53-29,VP698w,16,1.3690364151,0.5,right,left,up,52.223
2018-11-06-17-53-29,VP698w,16,1.3690364151,0.5,right,left,right,57.82
2018-11-06-17-53-29,VP698w,16,1.3690364151,0.5,right,left,left,59.583
