Session,Participant,Block,Trial,WhatIsReported,StereoStrength,BiasedSide,RotationBias,ProbeDuration,OnsetDelay,ProbeSOA,Percept,RT
2018-06-28-14-17-20,01,1,1,probe,0,right,right,2,0.841307123308,0,left,0.652
2018-06-28-14-17-20,01,1,2,both,0,right,right,2,0.899615537794,0.799658255817,right,0.456
2018-06-28-14-17-20,01,1,3,probe,0,left,right,0.5,1.27445534521,0,right,0.425
2018-06-28-14-17-20,01,1,4,both,0,left,left,0.5,0.841307123308,0.758009388327,left,0.577
2018-06-28-14-17-20,01,1,5,probe,1,left,left,0.5,1.00790259327,0,left,0.369
2018-06-28-14-17-20,01,1,6,both,1,left,right,0.5,0.882955990798,0.799658255817,right,0.631
2018-06-28-14-17-20,01,1,7,probe,0.5,left,right,0.5,1.3077744392,0,right,0.48
2018-06-28-14-17-20,01,1,8,both,0.5,left,left,0.5,0.824647576311,0.716360520836,left,0.584
2018-06-28-14-17-20,01,1,9,probe,0.25,right,left,2,1.42439126817,0,left,0.589
2018-06-28-14-17-20,01,1,10,both,0.25,right,right,2,1.3161042127,0.857966670304,right,0.384
2018-06-28-14-17-20,01,1,11,probe,0.25,right,right,1,0.899615537794,0,right,0.65
2018-06-28-14-17-20,01,1,12,both,0.25,right,left,1,0.766339161825,0.74134984133,left,0.379
2018-06-28-14-17-20,01,1,13,probe,0.25,left,left,2,0.982913272775,0,right,0.42
2018-06-28-14-17-20,01,1,14,both,0.25,left,left,2,1.21614693072,0.841307123308,left,0.399
2018-06-28-14-17-20,01,1,15,probe,0.5,right,left,1,1.24946602471,0,left,0.356
2018-06-28-14-17-20,01,1,16,both,0.5,right,right,1,0.941264405285,0.816317802813,up,0.713
2018-06-28-14-17-20,01,1,17,probe,1,right,right,2,1.01623236677,0,left,0.971
2018-06-28-14-17-20,01,1,18,both,1,right,right,2,0.941264405285,0.774668935323,right,0.33
2018-06-28-14-17-20,01,1,19,probe,0.5,right,right,0.25,0.824647576311,0,right,0.678
2018-06-28-14-17-20,01,1,20,both,0.5,right,left,0.25,1.36608285369,0.799658255817,left,0.599
2018-06-28-14-17-20,01,1,21,probe,1,right,left,0.5,0.907945311292,0,right,0.998
2018-06-28-14-17-20,01,1,22,both,1,right,left,0.5,1.40773172118,0.866296443802,left,0.445
2018-06-28-14-17-20,01,1,23,probe,0.25,right,left,0.5,1.2911148922,0,left,0.28
2018-06-28-14-17-20,01,1,24,both,0.25,right,right,0.5,0.749679614829,0.8746262173,down,0.606
2018-06-28-14-17-20,01,1,25,probe,0.5,left,right,0.25,1.47436990916,0,right,0.44
2018-06-28-14-17-20,01,1,26,both,0.5,left,left,0.25,1.24946602471,0.774668935323,down,1.56
2018-06-28-14-17-20,01,1,27,probe,1,right,left,1,1.18282783673,0,left,0.426
2018-06-28-14-17-20,01,1,28,both,1,right,right,1,1.44938058867,0.758009388327,down,0.253
2018-06-28-14-17-20,01,1,29,probe,0.25,left,right,0.25,0.774668935323,0,right,0.274
2018-06-28-14-17-20,01,1,30,both,0.25,left,left,0.25,0.974583499277,0.724690294334,down,0.511
2018-06-28-14-17-20,01,1,31,probe,0.5,left,left,2,0.991243046273,0,right,0.34
2018-06-28-14-17-20,01,1,32,both,0.5,left,left,2,1.24113625122,0.799658255817,down,0.45
2018-06-28-14-17-20,01,1,33,probe,0.5,right,left,0.5,0.724690294334,0,left,0.347
2018-06-28-14-17-20,01,1,34,both,0.5,right,right,0.5,0.866296443802,0.724690294334,down,0.717
2018-06-28-14-17-20,01,1,35,probe,1,left,right,2,1.17449806323,0,right,0.293
2018-06-28-14-17-20,01,1,36,both,1,left,left,2,0.824647576311,0.807988029315,left,0.561
2018-06-28-14-17-20,01,1,37,probe,0.25,left,left,1,1.20781715722,0,right,0.338
2018-06-28-14-17-20,01,1,38,both,0.25,left,left,1,1.37441262719,0.758009388327,down,0.427
2018-06-28-14-17-20,01,1,39,probe,0,right,left,0.25,0.8746262173,0,left,0.235
2018-06-28-14-17-20,01,1,40,both,0,right,right,0.25,1.15783851624,0.758009388327,down,0.441
2018-06-28-14-17-20,01,1,41,probe,1,left,right,0.25,0.766339161825,0,right,0.299
2018-06-28-14-17-20,01,1,42,both,1,left,left,0.25,0.966253725779,0.74134984133,down,0.438
2018-06-28-14-17-20,01,1,43,probe,0.5,right,left,2,1.48269968266,0,left,0.373
2018-06-28-14-17-20,01,1,44,both,0.5,right,right,2,0.91627508479,0.724690294334,down,0.707
2018-06-28-14-17-20,01,1,45,probe,0,left,right,2,0.899615537794,0,right,0.34
2018-06-28-14-17-20,01,1,46,both,0,left,left,2,0.824647576311,0.849636896806,down,0.648
2018-06-28-14-17-20,01,1,47,probe,0,right,left,0.5,0.708030747338,0,left,0.643
2018-06-28-14-17-20,01,1,48,both,0,right,right,0.5,0.758009388327,0.83297734981,down,0.711
2018-06-28-14-17-20,01,1,49,probe,0,right,right,1,1.19115761023,0,left,0.495
2018-06-28-14-17-20,01,1,50,both,0,right,right,1,0.991243046273,0.866296443802,down,0.424
2018-06-28-14-17-20,01,1,51,probe,0.25,left,right,0.5,0.866296443802,0,right,0.429
2018-06-28-14-17-20,01,1,52,both,0.25,left,left,0.5,0.899615537794,0.708030747338,down,0.478
2018-06-28-14-17-20,01,1,53,probe,0,left,left,0.25,1.22447670422,0,right,0.332
