Session,Participant,Block,Trial,WhatIsReported,StereoStrength,BiasedSide,RotationBias,ProbeDuration,OnsetDelay,ProbeSOA,Percept,RT
2018-07-09-14-31-45,06,1,1,probe,0,left,right,0.5,0.783378063015,0,left,1.28
2018-07-09-14-31-45,06,1,2,both,0,left,right,0.5,1.22506994961,0.850048536463,up,2.203
2018-07-09-14-31-45,06,1,3,probe,0.5,right,right,0.5,0.958388055816,0,right,0.685
2018-07-09-14-31-45,06,1,4,both,0.5,right,left,0.5,0.933386628273,0.875049964006,up,1.964
2018-07-09-14-31-45,06,1,5,probe,1,left,left,2,0.941720437454,0,left,0.814
2018-07-09-14-31-45,06,1,6,both,1,left,right,2,1.42508136995,0.850048536463,right,0.849
2018-07-09-14-31-45,06,1,7,probe,1,right,right,0.25,1.3167418506,0,right,2.044
2018-07-09-14-31-45,06,1,8,both,1,right,left,0.25,1.3167418506,0.716707589567,up,2.233
2018-07-09-14-31-45,06,1,9,probe,0.5,left,left,0.25,1.39174613323,0,left,0.605
2018-07-09-14-31-45,06,1,10,both,0.5,left,right,0.25,1.10839662107,0.841714727282,up,2.58
2018-07-09-14-31-45,06,1,11,probe,0.25,right,right,0.5,1.39174613323,0,right,0.244
2018-07-09-14-31-45,06,1,12,both,0.25,right,left,0.5,1.37507851487,0.866716154825,up,2.424
2018-07-09-14-31-45,06,1,13,probe,0.5,left,left,2,0.916719009911,0,left,1.155
2018-07-09-14-31-45,06,1,14,both,0.5,left,right,2,1.25840518633,0.733375207929,right,0.929
2018-07-09-14-31-45,06,1,15,probe,0.25,left,right,1,1.02505852926,0,left,0.671
2018-07-09-14-31-45,06,1,16,both,0.25,left,right,1,1.02505852926,0.725041398748,up,1.663
2018-07-09-14-31-45,06,1,17,probe,0,left,right,2,0.841714727282,0,left,0.681
2018-07-09-14-31-45,06,1,18,both,0,left,right,2,0.775044253834,0.758376635472,down,0.414
2018-07-09-14-31-45,06,1,19,probe,0.25,left,right,0.25,1.47508422504,0,left,0.33
2018-07-09-14-31-45,06,1,20,both,0.25,left,right,0.25,0.791711872196,0.766710444653,up,0.844
2018-07-09-14-31-45,06,1,21,probe,0.5,right,right,2,1.43341517913,0,right,0.282
2018-07-09-14-31-45,06,1,22,both,0.5,right,left,2,1.26673899551,0.733375207929,left,0.307
2018-07-09-14-31-45,06,1,23,probe,0,right,left,0.5,0.875049964006,0,right,0.522
2018-07-09-14-31-45,06,1,24,both,0,right,left,0.5,0.82504710892,0.866716154825,up,1.741
2018-07-09-14-31-45,06,1,25,probe,1,left,left,0.25,0.708373780386,0,left,0.456
2018-07-09-14-31-45,06,1,26,both,1,left,right,0.25,0.875049964006,0.883383773187,up,1.539
2018-07-09-14-31-45,06,1,27,probe,0.5,right,right,0.25,1.19173471288,0,right,1.54
2018-07-09-14-31-45,06,1,28,both,0.5,right,left,0.25,1.23340375879,0.866716154825,up,2.825
2018-07-09-14-31-45,06,1,29,probe,0.5,left,left,0.5,1.05005995681,0,left,1.306
2018-07-09-14-31-45,06,1,30,both,0.5,left,right,0.5,0.925052819092,0.716707589567,down,1.492
2018-07-09-14-31-45,06,1,31,probe,1,right,right,1,1.09172900271,0,right,1.635
2018-07-09-14-31-45,06,1,32,both,1,right,left,1,1.29174042306,0.74170901711,up,1.964
2018-07-09-14-31-45,06,1,33,probe,0.25,right,left,1,0.808379490558,0,right,0.941
2018-07-09-14-31-45,06,1,34,both,0.25,right,left,1,1.13339804862,0.74170901711,up,2.203
2018-07-09-14-31-45,06,1,35,probe,0.25,left,left,2,1.25007137715,0,left,0.369
2018-07-09-14-31-45,06,1,36,both,0.25,left,right,2,1.37507851487,0.766710444653,right,0.401
2018-07-09-14-31-45,06,1,37,probe,1,left,right,0.5,0.941720437454,0,left,0.427
2018-07-09-14-31-45,06,1,38,both,1,left,right,0.5,1.24173756797,0.833380918101,up,3.181
2018-07-09-14-31-45,06,1,39,probe,0,left,right,1,1.05839376599,0,left,0.71
2018-07-09-14-31-45,06,1,40,both,0,left,right,1,1.28340661388,0.758376635472,right,0.71
2018-07-09-14-31-45,06,1,41,probe,0,right,right,1,1.30840804142,0,right,0.506
2018-07-09-14-31-45,06,1,42,both,0,right,left,1,0.816713299739,0.766710444653,right,0.261
2018-07-09-14-31-45,06,1,43,probe,0,right,left,2,0.975055674178,0,right,0.385
2018-07-09-14-31-45,06,1,44,both,0,right,left,2,0.950054246635,0.841714727282,right,0.469
2018-07-09-14-31-45,06,1,45,probe,0,left,left,0.25,1.02505852926,0,right,0.544
2018-07-09-14-31-45,06,1,46,both,0,left,left,0.25,1.01672472008,0.875049964006,down,1.983
2018-07-09-14-31-45,06,1,47,probe,1,left,left,1,1.12506423944,0,right,0.519
2018-07-09-14-31-45,06,1,48,both,1,left,left,1,0.950054246635,0.808379490558,left,3.313
2018-07-09-14-31-45,06,1,49,probe,0.5,left,left,1,0.933386628273,0,right,0.511
2018-07-09-14-31-45,06,1,50,both,0.5,left,left,1,0.733375207929,0.766710444653,left,1.352
2018-07-09-14-31-45,06,1,51,probe,0.25,right,left,0.25,1.08339519353,0,right,0.43
2018-07-09-14-31-45,06,1,52,both,0.25,right,left,0.25,0.791711872196,0.82504710892,left,2.335
2018-07-09-14-31-45,06,1,53,probe,0.5,right,left,1,1.30007423224,0,right,0.359
2018-07-09-14-31-45,06,1,54,both,0.5,right,left,1,0.966721864997,0.775044253834,up,0.962
2018-07-09-14-31-45,06,1,55,probe,0.25,left,left,0.5,0.900051391549,0,left,0.574
2018-07-09-14-31-45,06,1,56,both,0.25,left,right,0.5,1.17506709452,0.833380918101,up,1.492
2018-07-09-14-31-45,06,1,57,probe,1,right,right,2,1.10839662107,0,right,0.256
2018-07-09-14-31-45,06,1,58,both,1,right,left,2,0.900051391549,0.758376635472,up,0.312
2018-07-09-14-31-45,06,1,59,probe,0,right,left,0.25,1.43341517913,0,right,0.264
2018-07-09-14-31-45,06,1,60,both,0,right,left,0.25,0.866716154825,0.716707589567,up,0.794
2018-07-09-14-31-45,06,1,61,probe,0.25,right,left,2,1.21673614043,0,right,0.402
2018-07-09-14-31-45,06,1,62,both,0.25,right,left,2,0.891717582368,0.850048536463,up,0.927
2018-07-09-14-31-45,06,1,63,probe,1,right,left,0.5,1.01672472008,0,right,0.415
2018-07-09-14-31-45,06,1,64,both,1,right,left,0.5,1.05839376599,0.791711872196,up,1.772
2018-07-09-14-31-45,06,2,1,probe,1,left,left,2,1.25007137715,0,left,0.412
2018-07-09-14-31-45,06,2,2,both,1,left,right,2,1.33340946896,0.783378063015,up,0.327
2018-07-09-14-31-45,06,2,3,probe,0.5,left,right,1,0.716707589567,0,left,0.346
2018-07-09-14-31-45,06,2,4,both,0.5,left,right,1,1.16673328534,0.866716154825,up,0.74
2018-07-09-14-31-45,06,2,5,probe,0.5,left,right,0.25,0.725041398748,0,left,0.313
2018-07-09-14-31-45,06,2,6,both,0.5,left,right,0.25,0.775044253834,0.74170901711,up,1.268
2018-07-09-14-31-45,06,2,7,probe,1,right,right,0.5,0.983389483359,0,right,0.936
2018-07-09-14-31-45,06,2,8,both,1,right,left,0.5,0.925052819092,0.783378063015,up,1.137
2018-07-09-14-31-45,06,2,9,probe,0,right,left,1,0.891717582368,0,right,0.414
2018-07-09-14-31-45,06,2,10,both,0,right,left,1,0.766710444653,0.841714727282,right,0.538
2018-07-09-14-31-45,06,2,11,probe,0.25,right,left,0.25,1.4000799424099999,0,right,0.293
2018-07-09-14-31-45,06,2,12,both,0.25,right,left,0.25,1.43341517913,0.82504710892,down,4.779
2018-07-09-14-31-45,06,2,13,probe,1,left,left,1,0.850048536463,0,left,0.25
2018-07-09-14-31-45,06,2,14,both,1,left,right,1,1.25007137715,0.833380918101,down,1.169
2018-07-09-14-31-45,06,2,15,probe,0,right,right,2,0.82504710892,0,right,0.305
2018-07-09-14-31-45,06,2,16,both,0,right,left,2,1.47508422504,0.816713299739,right,0.695
2018-07-09-14-31-45,06,2,17,probe,1,left,left,0.25,1.10839662107,0,right,0.331
2018-07-09-14-31-45,06,2,18,both,1,left,left,0.25,1.05839376599,0.866716154825,down,0.71
2018-07-09-14-31-45,06,2,19,probe,0.25,right,left,0.5,1.20840233125,0,right,0.311
2018-07-09-14-31-45,06,2,20,both,0.25,right,left,0.5,1.08339519353,0.733375207929,right,0.567
2018-07-09-14-31-45,06,2,21,probe,0.25,right,left,1,1.03339233845,0,right,0.395
2018-07-09-14-31-45,06,2,22,both,0.25,right,left,1,0.933386628273,0.750042826291,right,0.408
2018-07-09-14-31-45,06,2,23,probe,0.25,left,left,1,1.27507280469,0,left,0.288
2018-07-09-14-31-45,06,2,24,both,0.25,left,right,1,1.09172900271,0.800045681377,right,0.805
2018-07-09-14-31-45,06,2,25,probe,0.25,left,right,2,0.850048536463,0,right,0.404
2018-07-09-14-31-45,06,2,26,both,0.25,left,left,2,1.45841660668,0.733375207929,down,0.261
2018-07-09-14-31-45,06,2,27,probe,0.5,right,left,0.5,0.883383773187,0,right,0.353
2018-07-09-14-31-45,06,2,28,both,0.5,right,left,0.5,0.750042826291,0.883383773187,up,2.409
2018-07-09-14-31-45,06,2,29,probe,0.5,right,left,0.25,1.10006281189,0,right,0.269
2018-07-09-14-31-45,06,2,30,both,0.5,right,left,0.25,0.883383773187,0.900051391549,left,4.293
2018-07-09-14-31-45,06,2,31,probe,1,right,left,1,1.43341517913,0,right,0.473
2018-07-09-14-31-45,06,2,32,both,1,right,left,1,1.33340946896,0.866716154825,up,2.877
2018-07-09-14-31-45,06,2,33,probe,0,left,left,2,1.22506994961,0,right,0.299
2018-07-09-14-31-45,06,2,34,both,0,left,left,2,0.808379490558,0.775044253834,down,0.336
2018-07-09-14-31-45,06,2,35,probe,1,right,left,0.25,1.05005995681,0,right,0.343
2018-07-09-14-31-45,06,2,36,both,1,right,left,0.25,0.925052819092,0.866716154825,left,3.419
2018-07-09-14-31-45,06,2,37,probe,0.5,right,left,1,1.4000799424099999,0,right,0.489
2018-07-09-14-31-45,06,2,38,both,0.5,right,left,1,0.841714727282,0.82504710892,up,0.718
2018-07-09-14-31-45,06,2,39,probe,0.5,right,left,2,1.39174613323,0,right,0.237
2018-07-09-14-31-45,06,2,40,both,0.5,right,left,2,1.47508422504,0.82504710892,up,0.374
2018-07-09-14-31-45,06,2,41,probe,0.25,right,left,2,0.775044253834,0,right,0.248
2018-07-09-14-31-45,06,2,42,both,0.25,right,left,2,1.25840518633,0.708373780386,up,0.692
2018-07-09-14-31-45,06,2,43,probe,0.5,left,left,0.5,0.841714727282,0,left,0.415
2018-07-09-14-31-45,06,2,44,both,0.5,left,right,0.5,0.866716154825,0.800045681377,up,0.669
2018-07-09-14-31-45,06,2,45,probe,0,left,right,1,1.22506994961,0,left,0.302
2018-07-09-14-31-45,06,2,46,both,0,left,right,1,0.82504710892,0.74170901711,up,1.757
2018-07-09-14-31-45,06,2,47,probe,0.5,left,right,2,1.23340375879,0,right,0.439
2018-07-09-14-31-45,06,2,48,both,0.5,left,left,2,0.883383773187,0.750042826291,down,0.518
2018-07-09-14-31-45,06,2,49,probe,0,right,left,0.5,0.800045681377,0,right,0.56
2018-07-09-14-31-45,06,2,50,both,0,right,left,0.5,1.0083909109,0.74170901711,right,0.636
2018-07-09-14-31-45,06,2,51,probe,0.25,left,left,0.5,1.32507565978,0,right,0.365
2018-07-09-14-31-45,06,2,52,both,0.25,left,left,0.5,0.916719009911,0.833380918101,down,0.618
2018-07-09-14-31-45,06,2,53,probe,1,left,left,0.5,0.891717582368,0,right,0.264
2018-07-09-14-31-45,06,2,54,both,1,left,left,0.5,0.791711872196,0.708373780386,down,0.517
2018-07-09-14-31-45,06,2,55,probe,0,left,left,0.5,1.27507280469,0,right,0.365
2018-07-09-14-31-45,06,2,56,both,0,left,left,0.5,1.46675041586,0.850048536463,down,0.538
2018-07-09-14-31-45,06,2,57,probe,0.25,left,left,0.25,0.783378063015,0,right,0.486
2018-07-09-14-31-45,06,2,58,both,0.25,left,left,0.25,0.82504710892,0.833380918101,down,0.777
2018-07-09-14-31-45,06,2,59,probe,1,right,left,2,0.800045681377,0,right,0.311
2018-07-09-14-31-45,06,2,60,both,1,right,left,2,1.22506994961,0.758376635472,left,0.35
2018-07-09-14-31-45,06,2,61,probe,0,left,left,0.25,1.4500827975,0,right,0.288
2018-07-09-14-31-45,06,2,62,both,0,left,left,0.25,1.0083909109,0.725041398748,down,1.468
2018-07-09-14-31-45,06,2,63,probe,0,right,left,0.25,1.00005710172,0,right,0.335
2018-07-09-14-31-45,06,2,64,both,0,right,left,0.25,1.4500827975,0.758376635472,down,0.987
2018-07-09-14-31-45,06,3,1,probe,1,left,left,0.25,1.05839376599,0,right,0.314
2018-07-09-14-31-45,06,3,2,both,1,left,left,0.25,1.03339233845,0.758376635472,down,1.08
2018-07-09-14-31-45,06,3,3,probe,0.5,left,left,0.5,0.70003997120499994,0,right,0.212
2018-07-09-14-31-45,06,3,4,both,0.5,left,left,0.5,0.983389483359,0.891717582368,down,0.65
2018-07-09-14-31-45,06,3,5,probe,0.25,right,left,0.25,1.10839662107,0,right,0.387
