Session,Participant,Block,Trial,WhatIsReported,StereoStrength,BiasedSide,RotationBias,ProbeDuration,OnsetDelay,ProbeSOA,Percept,RT
2018-11-26-13-26-09,VP111993w,1,1,probe,0,left,right,1,0.925076220207,0,left,1.046
2018-11-26-13-26-09,VP111993w,1,2,both,0,left,right,1,0.958412300214,0.825067980184,up,1.029
2018-11-26-13-26-09,VP111993w,1,3,probe,1,right,right,0.5,1.17509682026,0,right,0.614
2018-11-26-13-26-09,VP111993w,1,4,both,1,right,left,0.5,1.39178134031,0.900074160201,up,0.696
2018-11-26-13-26-09,VP111993w,1,5,probe,0,right,left,2,1.00841642023,0,left,0.553
2018-11-26-13-26-09,VP111993w,1,6,both,0,right,right,2,1.3334432003,0.783397880175,left,0.582
2018-11-26-13-26-09,VP111993w,1,7,probe,0.25,right,right,2,1.10009064025,0,right,0.407
2018-11-26-13-26-09,VP111993w,1,8,both,0.25,right,left,2,1.44178546032,0.900074160201,up,0.513
2018-11-26-13-26-09,VP111993w,1,9,probe,0.5,right,left,0.5,1.16676280026,0,right,0.373
2018-11-26-13-26-09,VP111993w,1,10,both,0.5,right,left,0.5,1.04175250023,0.875072100196,up,1.273
2018-11-26-13-26-09,VP111993w,1,11,probe,1,right,left,2,1.01675044023,0,left,0.361
2018-11-26-13-26-09,VP111993w,1,12,both,1,right,right,2,0.750061800168,0.750061800168,down,0.384
2018-11-26-13-26-09,VP111993w,1,13,probe,0.25,right,right,1,1.10842466025,0,left,0.316
2018-11-26-13-26-09,VP111993w,1,14,both,0.25,right,right,1,1.26677104028,0.900074160201,down,0.791
2018-11-26-13-26-09,VP111993w,1,15,probe,0.5,left,right,1,0.933410240209,0,right,0.335
2018-11-26-13-26-09,VP111993w,1,16,both,0.5,left,left,1,0.908408180203,0.900074160201,down,0.503
2018-11-26-13-26-09,VP111993w,1,17,probe,0.25,left,left,1,1.44178546032,0,right,0.424
2018-11-26-13-26-09,VP111993w,1,18,both,0.25,left,left,1,1.18343084026,0.791731900177,down,0.342
2018-11-26-13-26-09,VP111993w,1,19,probe,0.5,left,left,0.5,1.42511742032,0,right,0.239
2018-11-26-13-26-09,VP111993w,1,20,both,0.5,left,left,0.5,1.44178546032,0.808399940181,left,0.414
2018-11-26-13-26-09,VP111993w,1,21,probe,1,left,left,0.25,1.26677104028,0,left,0.473
2018-11-26-13-26-09,VP111993w,1,22,both,1,left,right,0.25,1.20843290027,0.808399940181,up,0.765
2018-11-26-13-26-09,VP111993w,1,23,probe,0.25,right,right,0.25,1.24176898028,0,right,0.48
2018-11-26-13-26-09,VP111993w,1,24,both,0.25,right,left,0.25,1.49178958033,0.766729840171,up,1.629
2018-11-26-13-26-09,VP111993w,1,25,probe,0.5,right,left,2,1.40844938031,0,left,0.331
2018-11-26-13-26-09,VP111993w,1,26,both,0.5,right,right,2,1.16676280026,0.700057680157,right,0.503
2018-11-26-13-26-09,VP111993w,1,27,probe,1,left,right,1,1.16676280026,0,right,0.295
2018-11-26-13-26-09,VP111993w,1,28,both,1,left,left,1,0.833402000186,0.741727780166,left,0.261
2018-11-26-13-26-09,VP111993w,1,29,probe,1,right,left,0.25,0.833402000186,0,right,0.35
2018-11-26-13-26-09,VP111993w,1,30,both,1,right,left,0.25,1.40844938031,0.891740140199,up,1.923
2018-11-26-13-26-09,VP111993w,1,31,probe,0,left,left,2,1.26677104028,0,right,0.236
2018-11-26-13-26-09,VP111993w,1,32,both,0,left,left,2,1.09175662024,0.808399940181,left,0.339
2018-11-26-13-26-09,VP111993w,1,33,probe,0.5,left,left,2,1.50012360034,0,left,0.272
2018-11-26-13-26-09,VP111993w,1,34,both,0.5,left,right,2,1.13342672025,0.741727780166,up,0.283
2018-11-26-13-26-09,VP111993w,1,35,probe,0.5,right,right,1,1.03341848023,0,left,0.253
2018-11-26-13-26-09,VP111993w,1,36,both,0.5,right,right,1,1.25010300028,0.825067980184,down,0.966
2018-11-26-13-26-09,VP111993w,1,37,probe,0.5,left,right,0.25,1.06675456024,0,left,0.686
2018-11-26-13-26-09,VP111993w,1,38,both,0.5,left,right,0.25,0.708391700158,0.866738080194,up,0.538
2018-11-26-13-26-09,VP111993w,1,39,probe,0.5,right,right,0.25,0.925076220207,0,right,0.71
2018-11-26-13-26-09,VP111993w,1,40,both,0.5,right,left,0.25,1.38344732031,0.700057680157,left,0.482
2018-11-26-13-26-09,VP111993w,1,41,probe,1,left,left,2,1.15842878026,0,left,0.433
2018-11-26-13-26-09,VP111993w,1,42,both,1,left,right,2,0.808399940181,0.883406120198,up,0.255
2018-11-26-13-26-09,VP111993w,1,43,probe,0.25,left,right,0.5,0.966746320216,0,left,0.354
2018-11-26-13-26-09,VP111993w,1,44,both,0.25,left,right,0.5,1.25010300028,0.783397880175,up,0.395
2018-11-26-13-26-09,VP111993w,1,45,probe,0,right,right,1,1.02508446023,0,right,0.282
2018-11-26-13-26-09,VP111993w,1,46,both,0,right,left,1,0.950078280212,0.700057680157,up,0.447
2018-11-26-13-26-09,VP111993w,1,47,probe,0,left,left,0.25,1.22510094027,0,left,0.251
2018-11-26-13-26-09,VP111993w,1,48,both,0,left,right,0.25,1.26677104028,0.725059740162,up,0.514
2018-11-26-13-26-09,VP111993w,1,49,probe,0,left,right,0.5,0.833402000186,0,left,0.527
2018-11-26-13-26-09,VP111993w,1,50,both,0,left,right,0.5,1.3417772203,0.766729840171,up,0.421
2018-11-26-13-26-09,VP111993w,1,51,probe,1,left,right,0.5,1.3584452603,0,left,0.376
2018-11-26-13-26-09,VP111993w,1,52,both,1,left,right,0.5,1.40844938031,0.725059740162,up,0.438
2018-11-26-13-26-09,VP111993w,1,53,probe,0.25,left,right,0.25,1.20009888027,0,left,0.529
