Session,Participant,Block,Trial,WhatIsReported,StereoStrength,BiasedSide,RotationBias,ProbeDuration,OnsetDelay,ProbeSOA,Percept,RT
2018-11-09-13-20-01,VP71998w,1,1,probe,0,right,right,2,1.48319287846,0,right,0.38
2018-11-09-13-20-01,VP71998w,1,2,both,0,right,left,2,1.29987690471,0.791591704794,left,0.341
2018-11-09-13-20-01,VP71998w,1,3,probe,0.5,right,left,1,1.29154436045,0,left,0.491
2018-11-09-13-20-01,VP71998w,1,4,both,0.5,right,right,1,1.25821418341,0.716598806445,down,0.509
2018-11-09-13-20-01,VP71998w,1,5,probe,0.25,right,right,0.5,0.749928983489,0,right,0.38
2018-11-09-13-20-01,VP71998w,1,6,both,0.25,right,left,0.5,1.08323075393,0.866584603143,left,0.533
2018-11-09-13-20-01,VP71998w,1,7,probe,1,right,left,2,0.783259160533,0,left,0.411
2018-11-09-13-20-01,VP71998w,1,8,both,1,right,right,2,0.733263894967,0.858252058882,down,0.269
2018-11-09-13-20-01,VP71998w,1,9,probe,0,left,right,0.25,1.16655619654,0,right,0.315
2018-11-09-13-20-01,VP71998w,1,10,both,0,left,left,0.25,1.20821891784,0.733263894967,down,0.777
2018-11-09-13-20-01,VP71998w,1,11,probe,0.25,right,left,0.25,0.733263894967,0,right,0.446
2018-11-09-13-20-01,VP71998w,1,12,both,0.25,right,left,0.25,1.30820944898,0.84158697036,left,1.213
2018-11-09-13-20-01,VP71998w,1,13,probe,0.25,left,left,2,1.37486980306,0,right,0.366
2018-11-09-13-20-01,VP71998w,1,14,both,0.25,left,left,2,1.16655619654,0.84158697036,left,0.437
2018-11-09-13-20-01,VP71998w,1,15,probe,0,left,left,0.5,0.766594072011,0,left,0.385
2018-11-09-13-20-01,VP71998w,1,16,both,0,left,right,0.5,0.824921881838,0.774926616272,up,1.487
2018-11-09-13-20-01,VP71998w,1,17,probe,0.5,right,right,2,1.04990057688,0,right,0.249
2018-11-09-13-20-01,VP71998w,1,18,both,0.5,right,left,2,1.01657039984,0.808256793316,left,0.32
2018-11-09-13-20-01,VP71998w,1,19,probe,0,right,left,1,1.22488400637,0,left,0.864
2018-11-09-13-20-01,VP71998w,1,20,both,0,right,right,1,1.18322128506,0.699933717923,right,0.317
2018-11-09-13-20-01,VP71998w,1,21,probe,0,right,right,0.25,0.799924249055,0,right,0.3
2018-11-09-13-20-01,VP71998w,1,22,both,0,right,left,0.25,0.858252058882,0.774926616272,left,0.997
2018-11-09-13-20-01,VP71998w,1,23,probe,0.5,right,left,0.25,1.1748887408,0,right,0.34
2018-11-09-13-20-01,VP71998w,1,24,both,0.5,right,left,0.25,1.19988637358,0.891582235926,left,1.567
2018-11-09-13-20-01,VP71998w,1,25,probe,0.5,left,left,1,1.34987217028,0,right,0.325
2018-11-09-13-20-01,VP71998w,1,26,both,0.5,left,left,1,1.04990057688,0.724931350706,left,0.652
2018-11-09-13-20-01,VP71998w,1,27,probe,1,right,left,0.5,0.908247324448,0,left,0.738
2018-11-09-13-20-01,VP71998w,1,28,both,1,right,right,0.5,1.10822838671,0.833254426099,down,0.857
2018-11-09-13-20-01,VP71998w,1,29,probe,1,left,right,0.25,1.34153962602,0,right,0.461
2018-11-09-13-20-01,VP71998w,1,30,both,1,left,left,0.25,1.04990057688,0.799924249055,left,3.78
2018-11-09-13-20-01,VP71998w,1,31,probe,0.5,left,left,2,0.766594072011,0,left,0.591
2018-11-09-13-20-01,VP71998w,1,32,both,0.5,left,right,2,1.27487927193,0.874917147404,up,0.769
2018-11-09-13-20-01,VP71998w,1,33,probe,0,right,right,0.5,0.84158697036,0,right,0.545
2018-11-09-13-20-01,VP71998w,1,34,both,0,right,left,0.5,1.39153489159,0.808256793316,left,0.964
2018-11-09-13-20-01,VP71998w,1,35,probe,1,left,left,1,1.01657039984,0,left,0.439
2018-11-09-13-20-01,VP71998w,1,36,both,1,left,right,1,1.04156803262,0.708266262184,up,0.735
2018-11-09-13-20-01,VP71998w,1,37,probe,0.5,left,right,0.25,0.741596439228,0,left,0.436
2018-11-09-13-20-01,VP71998w,1,38,both,0.5,left,right,0.25,0.741596439228,0.849919514621,up,0.946
2018-11-09-13-20-01,VP71998w,1,39,probe,0.25,right,right,2,1.10822838671,0,right,0.325
2018-11-09-13-20-01,VP71998w,1,40,both,0.25,right,left,2,0.966575134275,0.749928983489,left,0.702
2018-11-09-13-20-01,VP71998w,1,41,probe,0.25,left,left,1,1.03323548836,0,left,0.374
2018-11-09-13-20-01,VP71998w,1,42,both,0.25,left,right,1,1.46652778993,0.883249691665,up,0.832
2018-11-09-13-20-01,VP71998w,1,43,probe,0,left,right,1,1.11656093097,0,left,0.508
2018-11-09-13-20-01,VP71998w,1,44,both,0,left,right,1,0.941577501492,0.766594072011,up,0.714
2018-11-09-13-20-01,VP71998w,1,45,probe,1,left,right,0.5,0.966575134275,0,left,0.444
2018-11-09-13-20-01,VP71998w,1,46,both,1,left,right,0.5,1.04990057688,0.716598806445,up,0.738
2018-11-09-13-20-01,VP71998w,1,47,probe,0.25,right,right,1,1.00823785558,0,right,0.27
2018-11-09-13-20-01,VP71998w,1,48,both,0.25,right,left,1,1.44153015715,0.824921881838,left,0.391
2018-11-09-13-20-01,VP71998w,1,49,probe,1,right,left,1,1.25821418341,0,right,0.39
